País,ano,quantidade,valor_usd
Panamá,1979,0,0
Panamá,1980,0,0
Panamá,1981,0,0
Panamá,1982,48,99
Panamá,1983,0,0
Panamá,1984,0,0
Panamá,1985,0,0
Panamá,1986,0,0
Panamá,1987,0,0
Panamá,1988,0,0
Panamá,1989,0,0
Panamá,1990,0,0
Panamá,1991,0,0
Panamá,1992,0,0
Panamá,1993,0,0
Panamá,1994,0,0
Panamá,1995,0,0
Panamá,1996,0,0
Panamá,1997,0,0
Panamá,1998,0,0
Panamá,1999,0,0
Panamá,2000,0,0
Panamá,2001,0,0
Panamá,2002,0,0
Panamá,2003,0,0
Panamá,2004,0,0
Panamá,2005,0,0
Panamá,2006,0,0
Panamá,2007,0,0
Panamá,2008,0,0
Panamá,2009,0,0
Panamá,2010,0,0
Panamá,2011,0,0
Panamá,2012,0,0
Panamá,2013,0,0
Panamá,2014,0,0
Panamá,2015,0,0
Panamá,2016,0,0
Panamá,2017,0,0
Panamá,2018,0,0
Panamá,2019,0,0
Panamá,2020,0,0
Panamá,2021,0,0
Panamá,2022,0,0
Panamá,2023,0,0
Peru,1970,0,0
Peru,1971,0,0
Peru,1972,0,0
Peru,1973,0,0
Peru,1974,0,0
Peru,1975,0,0
Peru,1976,0,0
Peru,1977,0,0
Peru,1978,0,0
Peru,1979,0,0
Peru,1980,0,0
Peru,1981,0,0
Peru,1982,0,0
Peru,1983,0,0
Peru,1984,0,0
Peru,1985,0,0
Peru,1986,0,0
Peru,1987,0,0
Peru,1988,0,0
Peru,1989,0,0
Peru,1990,0,0
Peru,1991,0,0
Peru,1992,0,0
Peru,1993,0,0
Peru,1994,0,0
Peru,1995,0,0
Peru,1996,0,0
Peru,1997,0,0
Peru,1998,0,0
Peru,1999,0,0
Peru,2000,0,0
Peru,2001,0,0
Peru,2002,0,0
Peru,2003,0,0
Peru,2004,0,0
Peru,2005,0,0
Peru,2006,0,0
Peru,2007,0,0
Peru,2008,0,0
Peru,2009,0,0
Peru,2010,0,0
Peru,2011,0,0
Peru,2012,0,0
Peru,2013,0,0
Peru,2014,0,0
Peru,2015,0,0
Peru,2016,10238,8908
Peru,2017,38321,37176
Peru,2018,0,0
Peru,2019,0,0
Peru,2020,0,0
Peru,2021,0,0
Peru,2022,0,0
Peru,2023,0,0
Portugal,1970,0,0
Portugal,1971,160,109
Portugal,1972,125,82
Portugal,1973,1402,732
Portugal,1974,0,0
Portugal,1975,0,0
Portugal,1976,0,0
Portugal,1977,0,0
Portugal,1978,0,0
Portugal,1979,0,0
Portugal,1980,0,0
Portugal,1981,0,0
Portugal,1982,0,0
Portugal,1983,0,0
Portugal,1984,0,0
Portugal,1985,0,0
Portugal,1986,0,0
Portugal,1987,0,0
Portugal,1988,0,0
Portugal,1989,0,0
Portugal,1990,0,0
Portugal,1991,0,0
Portugal,1992,0,0
Portugal,1993,0,0
Portugal,1994,0,0
Portugal,1995,0,0
Portugal,1996,0,0
Portugal,1997,0,0
Portugal,1998,0,0
Portugal,1999,0,0
Portugal,2000,0,0
Portugal,2001,0,0
Portugal,2002,0,0
Portugal,2003,0,0
Portugal,2004,0,0
Portugal,2005,0,0
Portugal,2006,0,0
Portugal,2007,0,0
Portugal,2008,0,0
Portugal,2009,0,0
Portugal,2010,0,0
Portugal,2011,0,0
Portugal,2012,1151,3796
Portugal,2013,0,0
Portugal,2014,0,0
Portugal,2015,0,0
Portugal,2016,0,0
Portugal,2017,4500,5576
Portugal,2018,0,0
Portugal,2019,0,0
Portugal,2020,0,0
Portugal,2021,0,0
Portugal,2022,0,0
Portugal,2023,0,0
Reino Unido,1970,0,0
Reino Unido,1971,0,0
Reino Unido,1972,458,189
Reino Unido,1973,244,129
Reino Unido,1974,0,0
Reino Unido,1975,0,0
Reino Unido,1976,0,0
Reino Unido,1977,0,0
Reino Unido,1978,0,0
Reino Unido,1979,0,0
Reino Unido,1980,0,0
Reino Unido,1981,0,0
Reino Unido,1982,0,0
Reino Unido,1983,0,0
Reino Unido,1984,0,0
Reino Unido,1985,0,0
Reino Unido,1986,0,0
Reino Unido,1987,0,0
Reino Unido,1988,0,0
Reino Unido,1989,0,0
Reino Unido,1990,0,0
Reino Unido,1991,0,0
Reino Unido,1992,0,0
Reino Unido,1993,0,0
Reino Unido,1994,0,0
Reino Unido,1995,0,0
Reino Unido,1996,1734,1201
Reino Unido,1997,0,0
Reino Unido,1998,0,0
Reino Unido,1999,0,0
Reino Unido,2000,0,0
Reino Unido,2001,0,0
Reino Unido,2002,0,0
Reino Unido,2003,0,0
Reino Unido,2004,0,0
Reino Unido,2005,0,0
Reino Unido,2006,0,0
Reino Unido,2007,0,0
Reino Unido,2008,0,0
Reino Unido,2009,0,0
Reino Unido,2010,0,0
Reino Unido,2011,1632,1016
Reino Unido,2012,0,0
Reino Unido,2013,0,0
Reino Unido,2014,0,0
Reino Unido,2015,0,0
Reino Unido,2016,0,0
Reino Unido,2017,0,0
Reino Unido,2018,0,0
Reino Unido,2019,0,0
Reino Unido,2020,0,0
Reino Unido,2021,0,0
Reino Unido,2022,0,0
Reino Unido,2023,0,0
Taiwan,1970,0,0
Taiwan,1971,0,0
Taiwan,1972,0,0
Taiwan,1973,0,0
Taiwan,1974,0,0
Taiwan,1975,0,0
Taiwan,1976,0,0
Taiwan,1977,0,0
Taiwan,1978,0,0
Taiwan,1979,0,0
Taiwan,1980,0,0
Taiwan,1981,0,0
Taiwan,1982,0,0
Taiwan,1983,0,0
Taiwan,1984,0,0
Taiwan,1985,0,0
Taiwan,1986,0,0
Taiwan,1987,0,0
Taiwan,1988,0,0
Taiwan,1989,0,0
Taiwan,1990,0,0
Taiwan,1991,0,0
Taiwan,1992,0,0
Taiwan,1993,0,0
Taiwan,1994,0,0
Taiwan,1995,0,0
Taiwan,1996,0,0
Taiwan,1997,0,0
Taiwan,1998,0,0
Taiwan,1999,0,0
Taiwan,2000,0,0
Taiwan,2001,0,0
Taiwan,2002,0,0
Taiwan,2003,0,0
Taiwan,2004,0,0
Taiwan,2005,0,0
Taiwan,2006,0,0
Taiwan,2007,0,0
Taiwan,2008,0,0
Taiwan,2009,0,0
Taiwan,2010,0,0
Taiwan,2011,0,0
Taiwan,2012,1632,1034
Taiwan,2013,3672,2328
Taiwan,2014,2040,1294
Taiwan,2015,0,0
Taiwan,2016,0,0
Taiwan,2017,0,0
Taiwan,2018,0,0
Taiwan,2019,0,0
Taiwan,2020,0,0
Taiwan,2021,0,0
Taiwan,2022,0,0
Taiwan,2023,0,0
Turquia,1970,0,0
Turquia,1971,0,0
Turquia,1972,0,0
Turquia,1973,0,0
Turquia,1974,0,0
Turquia,1975,0,0
Turquia,1976,0,0
Turquia,1977,0,0
Turquia,1978,0,0
Turquia,1979,0,0
Turquia,1980,0,0
Turquia,1981,0,0
Turquia,1982,0,0
Turquia,1983,0,0
Turquia,1984,0,0
Turquia,1985,0,0
Turquia,1986,0,0
Turquia,1987,0,0
Turquia,1988,0,0
Turquia,1989,0,0
Turquia,1990,0,0
Turquia,1991,0,0
Turquia,1992,0,0
Turquia,1993,0,0
Turquia,1994,0,0
Turquia,1995,0,0
Turquia,1996,0,0
Turquia,1997,0,0
Turquia,1998,0,0
Turquia,1999,0,0
Turquia,2000,0,0
Turquia,2001,0,0
Turquia,2002,0,0
Turquia,2003,0,0
Turquia,2004,0,0
Turquia,2005,0,0
Turquia,2006,0,0
Turquia,2007,0,0
Turquia,2008,0,0
Turquia,2009,0,0
Turquia,2010,0,0
Turquia,2011,0,0
Turquia,2012,6210,15446
Turquia,2013,0,0
Turquia,2014,13428,10216
Turquia,2015,5052,3846
Turquia,2016,0,0
Turquia,2017,27816,19461
Turquia,2018,0,0
Turquia,2019,0,0
Turquia,2020,0,0
Turquia,2021,0,0
Turquia,2022,0,0
Turquia,2023,0,0
Uruguai,1970,0,0
Uruguai,1971,0,0
Uruguai,1972,0,0
Uruguai,1973,0,0
Uruguai,1974,0,0
Uruguai,1975,0,0
Uruguai,1976,15000,4500
Uruguai,1977,0,0
Uruguai,1978,0,0
Uruguai,1979,0,0
Uruguai,1980,0,0
Uruguai,1981,0,0
Uruguai,1982,0,0
Uruguai,1983,0,0
Uruguai,1984,0,0
Uruguai,1985,0,0
Uruguai,1986,0,0
Uruguai,1987,0,0
Uruguai,1988,0,0
Uruguai,1989,0,0
Uruguai,1990,0,0
Uruguai,1991,0,0
Uruguai,1992,0,0
Uruguai,1993,0,0
Uruguai,1994,0,0
Uruguai,1995,0,0
Uruguai,1996,0,0
Uruguai,1997,2500,1440
Uruguai,1998,0,0
Uruguai,1999,0,0
Uruguai,2000,0,0
Uruguai,2001,0,0
Uruguai,2002,0,0
Uruguai,2003,0,0
Uruguai,2004,0,0
Uruguai,2005,0,0
Uruguai,2006,0,0
Uruguai,2007,0,0
Uruguai,2008,0,0
Uruguai,2009,0,0
Uruguai,2010,2139,1783
Uruguai,2011,5786,4989
Uruguai,2012,0,0
Uruguai,2013,0,0
Uruguai,2014,0,0
Uruguai,2015,0,0
Uruguai,2016,0,0
Uruguai,2017,0,0
Uruguai,2018,225,600
Uruguai,2019,0,0
Uruguai,2020,0,0
Uruguai,2021,0,0
Uruguai,2022,0,0
Uruguai,2023,0,0
Venezuela,1970,0,0
Venezuela,1971,0,0
Venezuela,1972,0,0
Venezuela,1973,127,185
Venezuela,1974,0,0
Venezuela,1975,0,0
Venezuela,1976,0,0
Venezuela,1977,0,0
Venezuela,1978,0,0
Venezuela,1979,0,0
Venezuela,1980,0,0
Venezuela,1981,0,0
Venezuela,1982,0,0
Venezuela,1983,0,0
Venezuela,1984,0,0
Venezuela,1985,0,0
Venezuela,1986,0,0
Venezuela,1987,0,0
Venezuela,1988,0,0
Venezuela,1989,0,0
Venezuela,1990,0,0
Venezuela,1991,0,0
Venezuela,1992,0,0
Venezuela,1993,0,0
Venezuela,1994,0,0
Venezuela,1995,612,568
Venezuela,1996,0,0
Venezuela,1997,0,0
Venezuela,1998,0,0
Venezuela,1999,0,0
Venezuela,2000,0,0
Venezuela,2001,0,0
Venezuela,2002,0,0
Venezuela,2003,0,0
Venezuela,2004,0,0
Venezuela,2005,0,0
Venezuela,2006,0,0
Venezuela,2007,0,0
Venezuela,2008,0,0
Venezuela,2009,0,0
Venezuela,2010,0,0
Venezuela,2011,0,0
Venezuela,2012,0,0
Venezuela,2013,0,0
Venezuela,2014,0,0
Venezuela,2015,0,0
Venezuela,2016,0,0
Venezuela,2017,0,0
Venezuela,2018,0,0
Venezuela,2019,0,0
Venezuela,2020,0,0
Venezuela,2021,0,0
Venezuela,2022,0,0
Venezuela,2023,0,0
Outros,1970,0,0
Outros,1971,0,0
Outros,1972,0,0
Outros,1973,0,0
Outros,1974,0,0
Outros,1975,0,0
Outros,1976,0,0
Outros,1977,0,0
Outros,1978,0,0
Outros,1979,0,0
Outros,1980,0,0
Outros,1981,0,0
Outros,1982,0,0
Outros,1983,0,0
Outros,1984,0,0
Outros,1985,0,0
Outros,1986,0,0
Outros,1987,0,0
Outros,1988,0,0
Outros,1989,0,0
Outros,1990,0,0
Outros,1991,0,0
Outros,1992,0,0
Outros,1993,17186,8917
Outros,1994,40266,18231
Outros,1995,101957,31577
Outros,1996,255509,138561
Outros,1997,380790,384466
Outros,1998,0,0
Outros,1999,3186,1695
Outros,2000,3004,911
Outros,2001,0,0
Outros,2002,0,0
Outros,2003,0,0
Outros,2004,0,0
Outros,2005,0,0
Outros,2006,0,0
Outros,2007,0,0
Outros,2008,0,0
Outros,2009,0,0
Outros,2010,0,0
Outros,2011,0,0
Outros,2012,0,0
Outros,2013,0,0
Outros,2014,0,0
Outros,2015,0,0
Outros,2016,0,0
Outros,2017,0,0
Outros,2018,0,0
Outros,2019,0,0
Outros,2020,0,0
Outros,2021,0,0
Outros,2022,0,0
Outros,2023,0,0
